date,open,high,low,close,adj_close,volume,accum_dist_indicator,macd,signal_macd,rsi
1993-03-03,45.0,45.15625,44.9375,45.125,26.018728256225582,280100,2819728.6409015832,0.07213928887532362,0.013911584737087632,66.93483855816717
1993-03-04,45.1875,45.1875,44.875,44.875,25.87457656860352,89500,2730228.6409015832,0.08908953066521974,0.028947173922714054,60.96729240324934
1993-03-05,44.9375,45.125,44.71875,44.75,25.80251884460449,40000,2696382.4870554293,0.0956061748178918,0.042278974101749606,58.175217439873855
1993-03-08,44.84375,45.75,44.84375,45.75,26.37909507751465,50800,2747182.4870554293,0.14561696388968315,0.06294657205933632,70.01014123574092
1993-03-09,45.65625,45.6875,45.5,45.59375,26.289012908935547,169300,2747182.4870554293,0.17595371152207306,0.08554799995188367,66.82843664062212
1993-03-10,45.59375,45.6875,45.40625,45.6875,26.343067169189453,194400,2941582.4870554293,0.20202866890078397,0.10884413374166374,67.7748262176446
1993-03-11,45.71875,45.84375,45.5,45.5625,26.270978927612305,70900,2896464.3052372476,0.21440481659133326,0.12995627031159765,65.10703927843335
1993-03-12,45.1875,45.21875,44.8125,45.09375,26.000717163085938,643600,3144002.766775709,0.20009852582722232,0.14398472141472257,56.178902424743846
1993-03-15,45.0625,45.3125,45.0625,45.3125,26.12684631347656,310800,3454802.766775709,0.19667115302807048,0.15452200773739216,59.004343677090596
1993-03-16,45.3125,45.4375,45.3125,45.3125,26.12684631347656,30800,3424002.766775709,0.191744622737815,0.16196653073747674,59.004343677090596
1993-03-17,45.25,45.25,44.96875,45.03125,25.96466636657715,21800,3411891.655664598,0.17276224999150713,0.16412567458828284,53.828660825532495
1993-03-18,45.21875,45.5,45.21875,45.3125,26.12684631347656,59300,3392124.9889979316,0.16885865172364944,0.16507227001535615,57.81376034370705
1993-03-19,45.28125,45.28125,45.03125,45.03125,26.087291717529297,66900,3325224.9889979316,0.16072060950975597,0.16420193791423612,56.532176891032265
1993-03-22,44.59375,44.875,44.5625,44.78125,25.94247817993164,183400,3398584.9889979316,0.1409609995394021,0.15955375023926932,51.98838055945441
1993-03-23,44.90625,44.9375,44.8125,44.875,25.996782302856445,55200,3398584.9889979316,0.12820538330547038,0.15328407685250955,53.497783276531834
1993-03-24,44.8125,45.0625,44.59375,44.875,25.996782302856445,37200,3406024.9889979316,0.11675063687369303,0.14597738885674624,53.49778327653183
1993-03-25,44.90625,45.25,44.84375,45.15625,26.15972328186035,110100,3465309.604382547,0.1194437696254731,0.1406706650104916,58.08353279540024
1993-03-26,45.125,45.15625,44.875,44.90625,26.0148868560791,101500,3386365.1599381026,0.1086386884470194,0.13426426969779717,53.073436815181225
1993-03-29,44.9375,45.3125,44.9375,45.09375,26.123516082763672,87100,3371848.493271436,0.10760070061028415,0.1289315558802946,56.12987401190281
1993-03-30,45.15625,45.21875,45.09375,45.21875,26.1959228515625,56000,3427848.493271436,0.11133728200294613,0.12541270110482491,58.08934285009504
1993-03-31,45.34375,45.46875,45.1875,45.1875,26.17782592773437,111600,3316248.493271436,0.11155237285132458,0.12264063545412485,57.39928384453594
1993-04-01,45.25,45.25,44.9375,45.03125,26.087291717529297,129500,3264448.493271436,0.10322753697143128,0.11875801575758613,53.94667716546398
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.5441951751709,59400,3205048.493271436,0.05220490676946454,0.1054473939599618,38.85001773435462
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.670921325683597,172200,3205048.493271436,0.02174419247241488,0.08870675366245243,42.86766686620611
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.598508834838867,129700,3169675.765998709,-0.008145331588071514,0.06933633661234763,41.20186083898728
1993-04-07,44.25,44.34375,44.15625,44.34375,25.689022064208984,28000,3197675.765998709,-0.024249797023731645,0.050619109885131776,44.12465388440079
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.65281867980957,180800,3171847.1945701377,-0.039478924003489624,0.032599503107407495,43.19966470076838
1993-04-12,44.71875,44.9375,44.65625,44.90625,26.0148868560791,348500,3442902.750125693,-0.022077742487461194,0.021664053988433758,53.66180071509316
1993-04-13,44.875,45.15625,44.84375,45.0,26.06918716430664,146100,3442902.750125693,-0.0038610914412231523,0.016559024902502377,55.00047229010058
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.032968521118164,119600,3371142.750125693,0.0075659780579329095,0.014760415533588485,53.882333157682076
1993-04-15,44.90625,45.03125,44.75,44.9375,26.032968521118164,148600,3420676.0834590266,0.01643258831444072,0.015094850089758933,53.88233315768208
1993-04-16,44.96875,45.03125,44.875,44.9375,26.032968521118164,47900,3411096.0834590266,0.0231920967682413,0.01671429942545541,53.882333157682076
1993-04-19,44.9375,45.0625,44.71875,44.75,25.924379348754883,157000,3282641.5380044812,0.01956132643077524,0.017283704826519378,50.07061525009982
1993-04-20,44.6875,44.75,44.25,44.53125,25.797632217407227,279500,3317579.0380044812,0.006382902424334702,0.015103544346082444,45.981807443212595
1993-04-21,44.625,44.625,44.375,44.5,25.779544830322266,67900,3317579.0380044812,-0.005457681763267885,0.01099129912421238,45.411898068217155
1993-04-22,44.3125,44.6875,43.9375,43.9375,25.453672409057617,97700,3219879.0380044812,-0.04066781771753725,0.0006594757558624556,36.60837229398214
1993-04-23,43.84375,43.96875,43.6875,43.75,25.34505844116211,106000,3160990.1491155922,-0.07645501776775276,-0.014763422948860589,34.22673709538226
1993-04-26,43.78125,43.9375,43.28125,43.40625,25.145923614501957,62600,3122237.768163211,-0.11950753938947045,-0.03571224623698256,30.330696859464567
1993-04-27,43.34375,43.875,43.34375,43.875,25.417463302612305,156800,3279037.768163211,-0.1302149525556402,-0.05461278750071409,40.30862349252365
1993-04-28,43.8125,43.90625,43.71875,43.78125,25.363157272338867,85900,3250404.4348298777,-0.14145212537082585,-0.07198065507473644,39.10247032758388
1993-04-29,43.875,43.96875,43.625,43.96875,25.471778869628903,85000,3335404.4348298777,-0.13997921738954844,-0.08558036753769885,42.7899499714616
1993-04-30,44.125,44.28125,44.03125,44.03125,25.50796890258789,88500,3246904.4348298777,-0.1343430707021973,-0.09533290817059854,44.00648649652508
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.670921325683597,80500,3327404.4348298777,-0.11539725740159668,-0.09934577801679818,49.240410953001835
1993-05-04,44.40625,44.625,44.34375,44.46875,25.761436462402344,149100,3310837.768163211,-0.09201802231499556,-0.09788022687643767,51.92837588111423
1993-05-05,44.46875,44.75,44.46875,44.59375,25.833852767944336,109000,3298726.6570521,-0.0668755200550244,-0.09167928551215503,54.02595362518181
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.743331909179688,54700,3265906.6570521,-0.053635901376097195,-0.08407060868494345,51.02858745122718
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.689022064208984,68000,3243239.9903854337,-0.04698415470080164,-0.0766533178881151,49.26267200337314
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.743331909179688,113900,3154651.1014965447,-0.0369048310150788,-0.06870362051350784,51.085633418586546
1993-05-11,44.4375,44.625,44.3125,44.625,25.85196304321289,42600,3197251.1014965447,-0.019921625628857242,-0.05894722153657772,54.59939250820556
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.81574249267578,31000,3215851.1014965447,-0.00927805705709872,-0.04901338864068192,53.22646197262478
1993-05-13,44.375,44.375,44.0,44.03125,25.50796890258789,129100,3108267.768163211,-0.02538508536763473,-0.044287727986072487,43.26993297488798
1993-05-14,44.03125,44.15625,43.96875,44.0,25.4898681640625,63500,3065934.4348298777,-0.03915919682814106,-0.04326202175448621,42.7632910643651
1993-05-17,44.125,44.15625,43.9375,44.15625,25.580394744873047,34000,3099934.4348298777,-0.042283127317119806,-0.04306624286701293,46.15872093322533
1993-05-18,44.1875,44.21875,43.96875,44.125,25.56230926513672,105200,3126234.4348298777,-0.04569150853597037,-0.04359129600080442,45.577013552247834
1993-05-19,44.125,45.03125,43.84375,45.03125,26.087291717529297,50200,3176434.4348298777,-0.005962249658612251,-0.03606548673236599,60.95795206639236
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.15972328186035,98200,3274634.4348298777,0.03101062496012119,-0.022650264393868552,62.531341994089466
1993-05-21,45.1875,45.25,44.71875,44.75,25.924379348754883,221400,3079281.4936534073,0.04085070442837946,-0.009950070629418951,54.803286930352286
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.032968521118164,30500,3071656.4936534073,0.05675701742618244,0.003391346981701328,57.418242080120386
1993-05-25,45.125,45.125,45.03125,45.03125,26.087291717529297,191800,2879856.4936534073,0.07290589920453883,0.01729425742626883,58.70540660927855
1993-05-26,45.15625,45.625,45.125,45.59375,26.413169860839844,102400,2969456.4936534073,0.11072329779407042,0.03598006549982915,65.45204485746905
1993-05-27,45.65625,45.65625,45.375,45.4375,26.322656631469727,53800,2939567.6047645183,0.13187008126580935,0.055158068653025194,62.402481903607146
1993-05-28,45.40625,45.40625,45.0,45.21875,26.1959228515625,79100,2945652.220149134,0.13682546386484873,0.0714915476953899,58.306162136734564
1993-06-01,45.375,45.8125,45.3125,45.65625,26.449371337890625,28300,2956264.720149134,0.15936673445306582,0.08906658504692508,63.4705319424116
1993-06-02,45.53125,45.75,45.34375,45.59375,26.413169860839844,20300,2960949.3355337493,0.17232326185057545,0.10571792040765515,62.28382895552404
1993-06-03,45.5,45.5,45.34375,45.4375,26.322656631469727,21600,2965269.3355337493,0.17329016089487226,0.11923236850509858,59.298553240749165
1993-06-04,45.3125,45.3125,45.09375,45.28125,26.232126235961918,32000,2988126.478390892,0.16485108830053008,0.12835611246418488,56.38744341657873
1993-06-07,45.375,45.375,45.125,45.125,26.14160919189453,121400,2866726.478390892,0.1491399015468744,0.13251287028072278,53.55640019870557
1993-06-08,45.0,45.0,44.71875,44.71875,25.9062614440918,104500,2762226.478390892,0.11635678786619152,0.12928165379781653,46.95534322488973
1993-06-09,44.875,45.0625,44.8125,44.875,25.996782302856445,43300,2740576.478390892,0.09656704607632705,0.12273873225351864,49.53191492100718
1993-06-10,44.84375,44.9375,44.75,44.90625,26.0148868560791,17900,2752509.8117242255,0.08140602132908015,0.11447219006863095,50.05445686685303
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.123516082763672,647400,3076209.8117242255,0.07726560097682622,0.10703087225027,53.18644098205736
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.087291717529297,64200,3012009.8117242255,0.07025146927500714,0.09967499165521743,52.015079717329286
1993-06-15,45.09375,45.125,44.9375,44.9375,26.032968521118164,142400,2869609.8117242255,0.05962200604248835,0.09166439453267161,50.22855182609117
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.087291717529297,330900,3200509.8117242255,0.0549481003057366,0.08432113568728461,52.00385122726312
1993-06-17,45.125,45.1875,45.03125,45.1875,26.17782592773437,37400,3237909.8117242255,0.05788212140804916,0.07903333283143753,54.89160892778496
1993-06-18,44.84375,44.84375,44.5,44.5,25.962251663208008,58500,3179409.8117242255,0.04232442314812346,0.07169155089477472,47.554647940742946
1993-06-21,44.625,44.625,44.53125,44.59375,26.016935348510746,29300,3189176.478390892,0.0340152450125224,0.06415628971832425,49.402162012617616
1993-06-22,44.65625,44.65625,44.5625,44.625,26.03517341613769,137500,3235009.8117242255,0.028572455628516735,0.05703952290036275,50.03436693636614
1993-06-23,44.625,44.625,44.21875,44.21875,25.79816436767578,227600,3007409.8117242255,0.005075845201027107,0.04664678736049562,42.58742330439576
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.144554138183597,243700,3251109.8117242255,0.014241207952750301,0.04016567147894656,53.484137296985466
1993-06-25,44.78125,44.90625,44.75,44.78125,26.126333236694336,44800,3224229.8117242255,0.019806235540254846,0.03609378429120822,52.915207730158755
1993-06-28,45.0,45.28125,44.9375,45.28125,26.418046951293945,439900,3664129.8117242255,0.04721119751516056,0.03831726693599869,60.21235930458316
1993-06-29,45.21875,45.21875,45.0,45.0625,26.29041290283203,207500,3575201.240295654,0.05796266872913591,0.04224634729462613,56.11463063640104
1993-06-30,45.125,45.21875,45.0,45.0625,26.29041290283203,437600,3387658.383152797,0.06572564282864235,0.046942206401429376,56.11463063640104
1993-07-01,45.125,45.125,44.875,44.9375,26.217477798461918,605700,3084808.383152797,0.06524054990466865,0.05060187510207723,53.69296397578771
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.07164192199707,285400,3116519.494263908,0.05248337812482262,0.050978175706626314,49.127591866263515
1993-07-06,44.625,44.75,44.15625,44.21875,25.79816436767578,246400,2921993.178474434,0.020074468515268507,0.04479743426835476,41.92804150522504
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.871091842651367,343700,3069293.178474434,0.0002716801466853269,0.03589228344402087,44.273334609525016
1993-07-08,44.375,44.9375,44.3125,44.84375,26.162797927856445,248200,3243033.178474434,0.008023580043538203,0.03031854276392434,52.531363633425066
1993-07-09,44.84375,44.96875,44.75,44.96875,26.23573112487793,378200,3621233.178474434,0.019823601889868314,0.028219554589113138,54.35271100831037
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.217477798461918,373700,3808083.178474434,0.02738661744693971,0.028052967160678455,53.7963707872064
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.199262619018555,389600,3863740.321331577,0.03154689603381655,0.028751752935306078,53.21104567273293
1993-07-14,44.9375,45.1875,44.90625,45.0625,26.29041290283203,617300,3932329.210220466,0.04171811248405177,0.03134502484505522,55.80254272840204
1993-07-15,45.03125,45.03125,44.78125,44.875,26.1810302734375,443800,3821379.210220466,0.04048591433827298,0.03317320274369877,52.075087739614894
1993-07-16,44.90625,44.9375,44.6875,44.75,26.108102798461918,216400,3713179.210220466,0.03324156263811062,0.03318687472258114,49.69183052799863
1993-07-19,44.75,44.75,44.59375,44.71875,26.089866638183597,188200,3826099.210220466,0.02573223085494547,0.031695945949054005,49.08686158714378
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.162797927856445,68500,3894599.210220466,0.02537348711434717,0.030431454182112638,51.62343972335972
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.144554138183597,142700,4037299.210220466,0.023347918487672814,0.029014747043224674,50.93974692453287
1993-07-22,44.75,44.8125,44.5,44.5,25.962251663208008,632400,3404899.210220466,0.006952213799340967,0.024602240394447937,44.58542556690041
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.089866638183597,286200,3691099.210220466,0.004207460679197084,0.020523284451397766,49.34861120235053
1993-07-26,44.84375,45.0625,44.84375,44.96875,26.23573112487793,121300,3708427.7816490373,0.013644978276591502,0.019147623216436514,54.19500759247877
1993-07-27,45.0,45.03125,44.78125,44.9375,26.217477798461918,92800,3731627.7816490373,0.019427440631368142,0.01920358669942284,53.50508593805868
1993-07-28,44.84375,44.9375,44.78125,44.84375,26.162797927856445,30800,3725467.7816490373,0.01937453752050544,0.019237776863639363,51.39438683666311
1993-07-29,44.9375,45.21875,44.875,45.09375,26.30864906311035,331000,3815740.5089217643,0.03074714516021615,0.02153965052295472,56.341655973800265
1993-07-30,45.09375,45.09375,44.78125,44.84375,26.162797927856445,75300,3770560.5089217643,0.027672064627939363,0.02276613334395165,50.775931608743036
1993-08-02,44.90625,45.125,44.90625,44.96875,26.23573112487793,41300,3752860.5089217643,0.030765495145644195,0.02436600570429016,53.262267757315534
1993-08-03,45.0625,45.1875,44.84375,45.0,26.253965377807617,81600,3745442.3271035827,0.0342931033901408,0.02635142524146029,53.88935924091089
1993-08-04,45.0,45.09375,44.875,45.0,26.253965377807617,434000,3807442.3271035827,0.03666609442625557,0.028414359078419348,53.88935924091089
1993-08-05,45.0,45.0,44.84375,44.90625,26.199262619018555,36800,3800082.3271035827,0.03374367536965295,0.02948022233666607,51.485871261510304
1993-08-06,45.03125,45.0625,44.90625,44.96875,26.23573112487793,402300,3719622.3271035827,0.033978656059158396,0.030379909081164537,52.99113340422963
1993-08-09,45.09375,45.34375,45.0,45.21875,26.381576538085938,828200,3945495.0543763097,0.04540992852411918,0.03338591296975547,58.532436544630265
1993-08-10,45.1875,45.21875,45.125,45.1875,26.363340377807617,604900,4147128.387709643,0.05239382517931901,0.03718749541166817,57.61787139644612
1993-08-11,45.15625,45.3125,45.15625,45.1875,26.363340377807617,542200,3821808.387709643,0.05726845845413919,0.04120368802016238,57.61787139644613
1993-08-12,45.3125,45.3125,44.90625,45.0625,26.29041290283203,303700,3751723.7723250277,0.05461740722178732,0.04388643186048737,53.724569078791376
1993-08-13,45.09375,45.15625,45.09375,45.125,26.326892852783203,103500,3751723.7723250277,0.054828033662950304,0.04607475222097996,55.349861351282115
1993-08-16,45.15625,45.5,45.15625,45.375,26.47274780273437,241800,3817669.2268704823,0.06600338618517299,0.05006047901381856,61.21521272965573
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.56390380859375,369300,4186969.2268704823,0.08127853308811694,0.05630408982867824,64.36577014395279
1993-08-18,45.6875,45.875,45.65625,45.78125,26.70975685119629,414300,4246154.941156196,0.1039549902357777,0.06583426991009814,68.74113327129483
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.70975685119629,28500,4255654.941156196,0.12053677301259569,0.07677477053059766,68.74113327129483
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.727975845336918,80700,4336354.941156196,0.13360792688015266,0.08814140180050867,69.2874455165336
1993-08-23,45.625,45.75,45.625,45.71875,26.67329788208008,15600,4344154.941156196,0.1379644870934449,0.09810601885909591,65.58293226535308
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.96500015258789,273400,4617554.941156196,0.1630751984452985,0.11109985477633644,73.67069157892286
1993-08-25,46.21875,46.4375,46.15625,46.25,26.983243942260746,242300,4536788.274489529,0.1823457709205627,0.12534903800518168,74.08092754983369
1993-08-26,46.28125,46.53125,46.09375,46.28125,27.001466751098636,120000,4519645.417346672,0.19681945466551198,0.13964312133724777,74.5081756590466
1993-08-27,46.15625,46.25,46.15625,46.25,26.983243942260746,25700,4545345.417346672,0.2044626072687521,0.15260701852354863,73.20858262208912
1993-08-30,46.28125,46.5,46.28125,46.4375,27.092634201049805,183500,4623988.274489529,0.2168470624907144,0.1654550273169818,75.92343368882626
1993-08-31,46.40625,46.5625,46.34375,46.5625,27.165552139282227,66500,4690488.274489529,0.22989560723882363,0.17834314330135018,77.55607065785428
1993-09-01,46.40625,46.59375,46.40625,46.5,27.129091262817383,136500,4690488.274489529,0.23459037315266684,0.18959258927161352,74.82386964294903
1993-09-02,46.53125,46.59375,46.3125,46.34375,27.03793716430664,472400,4323066.052267307,0.22832366197145504,0.19733880381158184,68.3417543229376
1993-09-03,46.3125,46.4375,46.25,46.375,27.05616569519043,630500,4533232.718933974,0.22226599428492477,0.20232424190625042,68.92157767688671
1993-09-07,46.375,46.4375,46.0,46.0625,26.873838424682617,196400,4392947.00464826,0.20044238697679262,0.20194787092035887,57.56490089817742
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.782686233520508,269900,4482913.671314927,0.1737884755517669,0.1963159918466405,52.874177287893666
1993-09-09,45.71875,46.03125,45.71875,46.0,26.83735656738281,239200,4674273.671314927,0.15528645220149784,0.18811008391761197,55.23049409238026
1993-09-10,46.125,46.4375,46.0625,46.40625,27.074386596679688,106500,4763023.671314927,0.1579292971877777,0.18207392657164512,63.704105864936864
1993-09-13,46.5625,46.5625,46.4375,46.4375,27.092634201049805,66900,4696123.671314927,0.15965578751495357,0.17759029876030683,64.26485546638989
1993-09-14,46.3125,46.3125,46.09375,46.25,26.983243942260746,184500,4775195.099886355,0.1504627232523319,0.17216478365871185,58.43641316110825
1993-09-15,46.0625,46.40625,45.90625,46.375,27.05616569519043,101000,4863570.099886355,0.14736262500959896,0.16720435192888927,60.97715769045205
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.94676780700684,54300,4827370.099886355,0.13452752989298844,0.16066898752170913,55.49629993859011
1993-09-17,45.875,45.90625,45.75,45.8125,26.8945255279541,200900,4787190.099886355,0.11877099117470635,0.1522893882523086,53.044313593563274
1993-09-20,45.875,45.96875,45.4375,45.4375,26.674394607543945,57800,4729390.099886355,0.0875123077453317,0.13933397215091323,44.18546861346824
1993-09-21,45.5,45.5625,44.8125,45.28125,26.582658767700195,318200,4808940.099886355,0.05470663626474703,0.12240850497368,41.104611932315564
1993-09-22,45.4375,45.71875,45.375,45.65625,26.802791595458984,439700,5088749.190795446,0.04594120314516559,0.10711504460797712,50.09654559526206
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.94956398010254,88500,5151963.476509731,0.05025849046583275,0.09574373377954826,55.026804995727765
1993-09-24,45.84375,45.875,45.71875,45.78125,26.87618637084961,53500,5141263.476509731,0.04721474970297734,0.08603793696423408,52.24766795870065
1993-09-27,46.125,46.28125,46.125,46.28125,27.169696807861328,274600,5415863.476509731,0.06770593069366271,0.08237153571011982,60.780325643502955
1993-09-28,46.3125,46.3125,46.15625,46.1875,27.114673614501957,158300,5320883.476509731,0.07859938264694577,0.08161710509748502,58.66406659415104
1993-09-29,46.1875,46.3125,45.96875,46.03125,27.02293586730957,221000,5180247.112873368,0.07892030810329231,0.08107774569864648,55.21239585243967
1993-09-30,46.03125,46.125,45.84375,45.9375,26.96790885925293,99300,5147147.112873368,0.07388274981980558,0.0796387465228783,53.19074666612267
1993-10-01,45.875,46.21875,45.8125,46.15625,27.0963077545166,22700,5162862.497488753,0.07933662315355505,0.07957832184901366,57.13481121189107
1993-10-04,46.21875,46.21875,46.09375,46.21875,27.13301658630371,1038500,6201362.497488753,0.0856338196327684,0.08078942140576462,58.21870847754607
1993-10-05,46.3125,46.3125,46.0,46.15625,27.0963077545166,436500,6201362.497488753,0.0866632967359422,0.08196419647180014,56.67536569833062
1993-10-06,46.1875,46.375,46.125,46.125,27.07797622680664,209200,5992162.497488753,0.08501990710788121,0.08257533859901636,55.878731139628144
1993-10-07,46.1875,46.1875,45.96875,46.0,27.00459098815918,59400,5949733.926060181,0.07690937018971411,0.08144214491715591,52.68605250187191
1993-10-08,46.125,46.15625,45.71875,46.0625,27.04128074645996,54400,5980819.640345896,0.07260531919018831,0.0796747797717624,54.098134226866904
1993-10-11,46.15625,46.25,46.15625,46.15625,27.0963077545166,467100,5513719.640345896,0.07279540729262735,0.0782989052759354,56.20904927266918
1993-10-12,46.21875,46.25,46.1875,46.21875,27.13301658630371,26200,5513719.640345896,0.07504309928419062,0.07764774407758646,57.6095638983814
1993-10-13,46.25,46.25,46.15625,46.21875,27.13301658630371,139100,5560086.307012563,0.07594891951366378,0.07730797916480192,57.6095638983814
1993-10-14,46.40625,46.8125,46.28125,46.8125,27.481578826904297,108100,5668186.307012563,0.10359862783806761,0.08256610889945507,68.6506342055678
1993-10-15,47.03125,47.15625,46.90625,47.0625,27.628341674804688,1502500,6043811.307012563,0.13578847119723747,0.09321058135901156,71.96202481738548
1993-10-18,47.03125,47.03125,46.875,46.9375,27.554954528808597,722400,5899331.307012563,0.15360674171317257,0.10528981342984377,68.0890263170784
1993-10-19,46.875,46.96875,46.59375,46.59375,27.35315704345703,880100,5019231.307012563,0.1497186158874939,0.1141755739213738,58.72900138863203
1993-10-20,46.75,46.75,46.5625,46.65625,27.38984489440918,230400,5019231.307012563,0.14789283457993463,0.12091902605308597,59.810688497924964
1993-10-21,46.6875,46.6875,46.53125,46.59375,27.35315704345703,56200,5007991.307012563,0.14185032453845992,0.12510528575016075,58.168844840869205
1993-10-22,46.65625,46.84375,46.375,46.375,27.22473907470703,390700,4617291.307012563,0.12525546788728903,0.1251353221775864,52.7141732987866
1993-10-25,46.40625,46.5625,46.28125,46.5,27.298114776611328,114500,4680902.418123674,0.11667971917703568,0.12344420157747626,55.29380120116438
1993-10-26,46.46875,46.5,46.3125,46.46875,27.279773712158203,186200,4805035.751457007,0.1071680394712935,0.12018896915623972,54.49354673542854
1993-10-27,46.40625,46.53125,46.40625,46.5,27.298114776611328,118400,4864235.751457007,0.09995768541921635,0.11614271240883506,55.19192803231456
1993-10-28,46.5625,46.96875,46.5625,46.84375,27.499929428100582,129600,4914081.905303161,0.10926860318475562,0.11476789056401918,62.08675548661976
1993-10-29,46.8125,46.875,46.78125,46.84375,27.499929428100582,80700,4940981.905303161,0.11531825552886943,0.11487796355698923,62.086755486619765
1993-11-01,46.78125,47.0,46.78125,46.96875,27.573301315307617,36400,4966981.905303161,0.12459687152405863,0.11682174515040311,64.39671106395585
1993-11-02,46.90625,47.0,46.65625,46.9375,27.554954528808597,262100,5133772.81439407,0.1289829737765018,0.11925399087562286,63.35721286531521
1993-11-03,46.90625,46.90625,46.125,46.34375,27.206396102905277,479100,4922968.81439407,0.10314425667970539,0.11603204403643938,47.627573334805724
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.912860870361328,130400,4807909.990864658,0.058308898447315016,0.10448741491861452,38.87456104204333
